L1,L2,L3,switch
5.29,5.32,5.21,not_switch
-1.44,-1.41,0.59,switch
0.49,0.29,0.5,not_switch
-2.34,-0.85,0.99,switch
6.32,6.3,6.36,not_switch
-3.19,-0.25,0.09,switch
4.83,4.72,4.76,not_switch
0.13,0.87,-1.66,switch
3.97,3.74,3.82,not_switch
2.15,2.99,5.14,switch
2.55,2.64,2.55,not_switch
-0.57,-2.4,1.29,switch
1.71,1.58,1.68,not_switch
3.89,1.5,1.93,switch
0.74,0.63,0.6,not_switch
1.94,5.82,2.65,switch
3.56,3.52,3.45,not_switch
1.53,5.91,3.29,switch
1.96,1.75,1.75,not_switch
0.51,3.69,1.69,switch
1.39,1.3,1.42,not_switch
0.38,-0.13,-1.1,switch
3.14,3.09,3.05,not_switch
5.12,1.75,1.69,switch
5.48,5.51,5.43,not_switch
-1.23,0.76,-3.01,switch
0.55,0.6,0.56,not_switch
2.29,1.59,3.76,switch
3.72,3.72,3.59,not_switch
0.92,0.3,-1.61,switch
2.38,2.45,2.49,not_switch
4.16,1.71,3.28,switch
1.97,1.91,1.82,not_switch
4.24,1.66,0.97,switch
3.88,3.98,3.96,not_switch
5.79,2.2,1.6,switch
2.02,1.88,1.87,not_switch
2.28,3.5,5.28,switch
2.77,2.92,2.83,not_switch
6.31,1.56,1.79,switch
4.77,4.81,4.73,not_switch
6.42,2.24,3.03,switch
2.15,1.97,2.17,not_switch
-0.83,-1.37,0.61,switch
2.86,2.84,2.91,not_switch
0.82,3.0,4.27,switch
2.44,2.45,2.27,not_switch
-0.19,-3.38,-0.35,switch
1.08,0.91,0.98,not_switch
3.39,1.77,5.33,switch
3.73,3.57,3.6,not_switch
5.75,1.86,0.59,switch
2.74,2.83,2.67,not_switch
4.3,2.03,1.88,switch
2.49,2.59,2.6,not_switch
0.96,1.9,4.53,switch
5.07,5.15,5.18,not_switch
-3.23,1.29,-1.36,switch
2.82,2.78,2.72,not_switch
1.41,-3.02,-1.64,switch
4.82,4.75,4.87,not_switch
-3.48,1.22,-1.38,switch
2.44,2.46,2.44,not_switch
2.68,0.31,5.19,switch
4.23,4.27,4.33,not_switch
3.65,0.65,3.1,switch
4.82,4.83,4.78,not_switch
0.7,-0.26,-1.84,switch
3.58,3.7,3.57,not_switch
3.58,2.35,1.79,switch
3.81,3.64,3.84,not_switch
-0.47,-1.36,0.7,switch
2.79,2.88,2.82,not_switch
2.29,0.71,4.63,switch
5.56,5.35,5.54,not_switch
2.46,1.34,3.94,switch
5.09,5.19,5.06,not_switch
3.58,4.12,2.29,switch
6.5,6.56,6.41,not_switch
4.31,2.13,3.34,switch
0.96,0.92,0.97,not_switch
6.18,1.09,2.53,switch
4.21,4.07,4.28,not_switch
3.44,6.46,1.66,switch
2.61,2.68,2.58,not_switch
2.23,5.73,1.02,switch
6.42,6.24,6.41,not_switch
5.39,0.53,2.65,switch
6.1,6.28,6.17,not_switch
-3.24,0.84,-1.96,switch
5.33,5.35,5.36,not_switch
1.3,3.62,2.61,switch
5.0,5.05,5.08,not_switch
-2.17,0.96,-1.25,switch
1.39,1.51,1.58,not_switch
1.72,6.18,3.31,switch
5.35,5.34,5.37,not_switch
3.76,1.6,5.21,switch
2.9,2.87,2.83,not_switch
5.27,2.11,3.69,switch
5.26,5.17,5.27,not_switch
0.73,3.55,6.48,switch
3.02,3.07,3.01,not_switch
-1.44,-1.16,1.15,switch
5.04,5.06,5.2,not_switch
6.0,1.75,3.07,switch
3.3,3.41,3.33,not_switch
6.35,1.67,2.65,switch
2.02,2.09,2.01,not_switch
3.98,1.86,0.88,switch
5.6,5.59,5.59,not_switch
4.06,2.84,0.67,switch
1.12,1.14,1.17,not_switch
2.06,5.52,1.94,switch
0.97,0.9,0.97,not_switch
2.62,0.5,4.81,switch
4.28,4.34,4.38,not_switch
1.23,1.91,5.89,switch
3.24,3.36,3.32,not_switch
0.47,0.15,-2.54,switch
6.0,5.85,5.94,not_switch
1.2,1.92,4.27,switch
3.53,3.57,3.61,not_switch
0.78,6.06,3.43,switch
3.41,3.59,3.53,not_switch
1.94,5.38,1.92,switch
4.58,4.63,4.55,not_switch
-1.08,-2.11,-0.06,switch
3.68,3.61,3.61,not_switch
4.53,1.03,3.59,switch
1.57,1.45,1.51,not_switch
0.52,-0.85,-2.85,switch
3.32,3.36,3.42,not_switch
0.23,-1.21,-1.97,switch
0.47,0.5,0.62,not_switch
2.01,4.0,1.58,switch
5.6,5.63,5.51,not_switch
1.26,-1.84,-3.31,switch
5.75,5.85,5.7,not_switch
2.31,2.54,5.18,switch
3.32,3.36,3.37,not_switch
1.92,4.79,0.36,switch
4.19,4.34,4.3,not_switch
3.5,1.0,6.14,switch
4.26,4.22,4.25,not_switch
1.86,5.04,1.86,switch
6.07,5.89,6.0,not_switch
1.87,1.86,3.9,switch
4.02,3.83,3.79,not_switch
6.16,3.45,0.88,switch
2.78,2.8,2.88,not_switch
2.67,4.61,1.89,switch
3.66,3.74,3.75,not_switch
5.64,3.13,2.43,switch
3.28,3.22,3.36,not_switch
5.43,2.35,2.95,switch
2.84,2.85,2.94,not_switch
-0.35,-0.56,-0.08,switch
3.51,3.52,3.54,not_switch
0.58,-2.57,-1.93,switch
2.44,2.42,2.62,not_switch
4.84,0.72,2.86,switch
5.85,5.87,5.93,not_switch
4.67,0.55,3.26,switch
1.9,1.86,1.95,not_switch
-0.14,-2.67,-0.08,switch
1.05,1.13,1.14,not_switch
3.01,1.24,6.14,switch
3.33,3.29,3.24,not_switch
2.78,1.82,4.68,switch
2.25,2.31,2.47,not_switch
6.5,1.71,3.21,switch
4.36,4.42,4.33,not_switch
2.01,4.11,1.56,switch
5.97,5.86,5.95,not_switch
5.22,3.47,1.3,switch
4.71,4.91,4.76,not_switch
1.79,5.5,2.73,switch
1.36,1.45,1.25,not_switch
4.71,2.41,0.55,switch
5.39,5.39,5.41,not_switch
0.05,-1.06,-1.47,switch
5.32,5.28,5.45,not_switch
5.64,0.77,2.57,switch
0.19,0.29,0.35,not_switch
-1.03,0.33,-1.44,switch
0.75,0.65,0.72,not_switch
4.99,0.6,3.93,switch
2.72,2.75,2.9,not_switch
0.37,-1.35,1.4,switch
3.05,3.02,3.09,not_switch
-1.98,0.87,-0.86,switch
0.34,0.43,0.33,not_switch
-3.28,-1.01,0.31,switch
3.03,2.9,2.9,not_switch
2.67,0.93,5.84,switch
3.43,3.3,3.35,not_switch
2.93,4.56,0.45,switch
2.7,2.58,2.75,not_switch
5.35,1.26,3.65,switch
4.29,4.39,4.43,not_switch
1.87,6.33,1.69,switch
0.53,0.47,0.33,not_switch
0.27,-1.51,-1.0,switch
5.56,5.65,5.68,not_switch
1.59,3.59,2.56,switch
5.11,5.16,4.95,not_switch
0.61,-1.78,-0.21,switch
5.73,5.89,5.86,not_switch
4.86,0.74,3.03,switch
1.99,1.84,1.85,not_switch
3.55,0.95,4.75,switch
1.04,1.12,1.08,not_switch
4.87,3.99,0.71,switch
4.36,4.5,4.3,not_switch
0.77,4.91,3.84,switch
1.09,1.11,1.16,not_switch
5.74,1.76,3.4,switch
2.32,2.2,2.18,not_switch
-1.93,0.51,-1.17,switch
2.67,2.61,2.66,not_switch
1.86,1.53,5.18,switch
5.51,5.48,5.44,not_switch
1.3,3.13,4.41,switch
2.36,2.3,2.23,not_switch
4.41,1.62,1.92,switch
3.17,3.23,3.05,not_switch
3.62,0.64,5.16,switch
4.61,4.63,4.73,not_switch
5.49,2.15,1.34,switch
4.81,4.66,4.7,not_switch
1.72,4.38,1.53,switch
5.1,5.03,5.15,not_switch
3.33,6.23,0.31,switch
5.38,5.23,5.27,not_switch
6.08,1.55,0.45,switch
5.14,5.22,5.3,not_switch
-0.38,-2.01,0.94,switch
3.7,3.84,3.69,not_switch
-1.54,0.91,-2.34,switch
3.08,3.08,3.1,not_switch
3.1,1.17,5.98,switch
3.68,3.65,3.48,not_switch
-1.56,-0.66,-0.16,switch
3.09,2.94,3.07,not_switch
0.77,-1.71,-1.33,switch
4.74,4.75,4.7,not_switch
-1.68,-0.01,-2.77,switch
3.2,3.24,3.34,not_switch
-0.44,0.99,-0.89,switch
0.97,0.98,0.84,not_switch
3.58,6.09,2.17,switch
5.07,5.12,5.08,not_switch
5.43,2.22,1.58,switch
5.25,5.25,5.17,not_switch
3.02,0.46,4.32,switch
0.81,0.69,0.76,not_switch
2.06,1.91,4.63,switch
0.88,0.84,0.86,not_switch
4.8,1.77,3.21,switch
3.79,3.96,3.81,not_switch
3.98,2.11,4.3,switch
1.58,1.42,1.51,not_switch
2.73,0.49,4.75,switch
6.24,6.13,6.09,not_switch
1.3,2.77,5.05,switch
2.66,2.76,2.63,not_switch
2.47,4.31,1.47,switch
6.23,6.06,6.15,not_switch
-0.86,0.94,-0.76,switch
3.32,3.49,3.31,not_switch
0.12,0.06,-2.59,switch
4.18,4.2,4.12,not_switch
3.57,5.86,1.98,switch
3.2,3.16,3.14,not_switch
4.42,1.11,3.33,switch
4.84,4.91,4.96,not_switch
0.7,-1.25,0.5,switch
2.11,2.15,2.33,not_switch
-0.21,-1.22,0.86,switch
4.12,4.0,3.98,not_switch
-3.17,0.85,-0.87,switch
1.23,1.19,1.12,not_switch
-1.32,-3.14,0.18,switch
4.49,4.45,4.48,not_switch
1.96,4.88,2.18,switch
0.63,0.78,0.68,not_switch
2.84,5.0,2.1,switch
4.5,4.39,4.51,not_switch
0.29,-2.16,-1.88,switch
4.2,4.14,4.08,not_switch
1.1,5.58,3.17,switch
4.74,4.7,4.73,not_switch
6.44,1.16,1.58,switch
5.76,5.88,5.92,not_switch
-0.36,0.57,-1.6,switch
3.16,3.19,3.02,not_switch
1.01,5.36,2.94,switch
4.11,4.29,4.29,not_switch
5.59,3.81,0.54,switch
5.58,5.75,5.56,not_switch
5.67,1.33,2.75,switch
3.16,3.08,3.11,not_switch
1.91,0.45,5.42,switch
3.52,3.5,3.72,not_switch
1.34,5.8,1.91,switch
3.93,4.07,4.03,not_switch
4.75,1.61,3.41,switch
6.48,6.4,6.45,not_switch
2.38,2.9,4.95,switch
2.8,2.8,2.87,not_switch
5.31,2.63,1.03,switch
2.13,2.04,1.96,not_switch
1.41,4.84,3.13,switch
5.69,5.65,5.7,not_switch
-0.04,-0.58,1.43,switch
6.28,6.2,6.1,not_switch
5.24,3.41,0.96,switch
2.01,2.06,2.13,not_switch
5.54,2.94,2.48,switch
5.69,5.58,5.47,not_switch
4.36,2.56,1.18,switch
1.29,1.33,1.32,not_switch
0.97,-1.58,-1.67,switch
3.71,3.66,3.67,not_switch
3.33,4.85,0.69,switch
4.0,3.85,3.9,not_switch
0.75,-1.29,-0.98,switch
2.78,2.77,2.65,not_switch
0.67,-0.01,-3.02,switch
0.73,0.81,0.78,not_switch
-0.0,-1.72,-1.16,switch
3.12,3.03,3.2,not_switch
2.12,0.38,6.32,switch
6.49,6.52,6.44,not_switch
2.84,1.57,6.06,switch
2.66,2.72,2.68,not_switch
4.78,3.38,0.9,switch
2.35,2.4,2.36,not_switch
5.14,2.8,0.34,switch
1.18,1.41,1.19,not_switch
0.33,2.92,5.49,switch
5.9,5.82,5.85,not_switch
3.82,6.39,2.28,switch
0.76,0.9,0.75,not_switch
3.87,3.02,1.51,switch
5.96,5.97,5.85,not_switch
6.15,0.36,2.4,switch
1.53,1.72,1.69,not_switch
0.2,-1.01,-1.22,switch
0.87,0.91,0.99,not_switch
5.37,2.41,3.71,switch
5.79,5.64,5.76,not_switch
3.83,0.78,4.46,switch
6.03,6.19,6.03,not_switch
5.21,0.38,1.86,switch
3.32,3.44,3.49,not_switch
5.82,0.73,3.03,switch
5.62,5.6,5.64,not_switch
4.92,2.03,1.13,switch
5.45,5.54,5.46,not_switch
3.42,5.98,0.36,switch
5.35,5.34,5.4,not_switch
3.22,6.04,2.1,switch
2.65,2.48,2.57,not_switch
-1.74,-1.75,0.73,switch
6.5,6.35,6.54,not_switch
-2.31,0.14,-1.51,switch
0.52,0.53,0.36,not_switch
-1.96,-1.92,1.2,switch
4.94,5.06,5.06,not_switch
1.28,2.93,5.3,switch
1.95,1.88,1.97,not_switch
5.35,0.97,1.57,switch
2.65,2.57,2.61,not_switch
-3.41,0.04,0.75,switch
1.98,1.97,1.79,not_switch
-0.66,-0.17,-2.0,switch
1.82,1.71,1.76,not_switch
3.84,5.05,2.29,switch
6.31,6.19,6.25,not_switch
5.37,3.45,0.69,switch
1.37,1.37,1.44,not_switch
5.93,2.38,1.43,switch
0.56,0.54,0.49,not_switch
2.56,0.39,5.84,switch
1.08,1.03,1.03,not_switch
5.67,2.13,1.08,switch
1.68,1.69,1.66,not_switch
1.47,2.85,5.68,switch
2.64,2.63,2.81,not_switch
-1.34,0.91,-1.47,switch
4.62,4.56,4.55,not_switch
0.07,-0.91,-0.69,switch
1.6,1.52,1.51,not_switch
0.69,3.27,5.52,switch
4.18,4.19,4.16,not_switch
6.31,3.12,2.42,switch
6.3,6.38,6.43,not_switch
-1.34,1.39,-3.01,switch
3.67,3.71,3.77,not_switch
3.75,2.35,4.29,switch
2.27,2.32,2.33,not_switch
0.25,-0.04,-1.55,switch
2.62,2.56,2.67,not_switch
5.98,3.12,0.89,switch
1.16,1.07,0.99,not_switch
4.26,2.82,1.38,switch
3.52,3.57,3.45,not_switch
0.43,5.36,2.36,switch
6.12,6.11,6.26,not_switch
0.74,-0.53,-1.7,switch
5.75,5.81,5.66,not_switch
0.8,-1.54,-1.88,switch
0.4,0.36,0.41,not_switch
-0.46,1.22,-1.88,switch
1.29,1.2,1.35,not_switch
-3.08,0.01,-0.49,switch
2.14,2.19,2.07,not_switch
0.3,2.84,3.59,switch
0.41,0.5,0.36,not_switch
-1.41,-1.76,-0.15,switch
5.05,5.24,5.03,not_switch
0.01,-1.62,-0.55,switch
6.11,6.12,5.95,not_switch
0.1,-0.64,-0.8,switch
1.32,1.43,1.3,not_switch
1.73,1.51,5.32,switch
3.93,4.09,3.89,not_switch
1.5,6.14,2.9,switch
3.86,3.78,3.8,not_switch
-2.94,1.13,-0.12,switch
4.82,4.99,4.97,not_switch
1.4,3.3,3.51,switch
3.22,3.32,3.32,not_switch
1.58,1.52,4.67,switch
5.13,5.27,5.05,not_switch
1.99,5.34,3.15,switch
6.29,6.41,6.22,not_switch
1.63,2.77,4.79,switch
6.45,6.49,6.35,not_switch
4.01,0.52,1.91,switch
5.04,5.19,5.21,not_switch
1.69,3.58,5.3,switch
2.04,1.93,2.04,not_switch
-2.41,0.15,1.11,switch
6.21,6.19,6.18,not_switch
-1.61,-2.04,0.66,switch
1.77,1.67,1.66,not_switch
1.81,4.01,0.83,switch
5.71,5.82,5.87,not_switch
4.96,1.51,0.45,switch
0.77,0.74,0.85,not_switch
3.24,4.51,1.3,switch
1.65,1.65,1.79,not_switch
0.52,3.34,5.09,switch
3.39,3.47,3.42,not_switch
1.21,-1.64,-0.57,switch
3.2,3.19,3.2,not_switch
1.74,1.9,5.12,switch
6.5,6.34,6.37,not_switch
4.93,0.79,1.89,switch
3.53,3.57,3.47,not_switch
4.05,0.4,2.23,switch
3.68,3.72,3.7,not_switch
-1.57,-1.59,1.18,switch
5.91,5.99,5.96,not_switch
2.58,0.61,3.57,switch
0.59,0.78,0.77,not_switch
0.83,-3.15,-1.55,switch
6.4,6.42,6.47,not_switch
4.05,1.24,3.84,switch
3.74,3.74,3.8,not_switch
-0.86,1.41,-1.4,switch
2.27,2.36,2.38,not_switch
3.61,5.19,2.12,switch
2.82,2.86,2.9,not_switch
1.79,4.74,1.51,switch
4.07,3.99,4.06,not_switch
4.04,3.43,1.42,switch
2.2,2.03,2.11,not_switch
-1.28,0.94,-2.05,switch
5.23,5.23,5.23,not_switch
-3.08,0.76,-1.09,switch
1.88,2.03,2.01,not_switch
-0.44,1.11,-1.61,switch
1.04,1.13,1.11,not_switch
6.01,2.98,1.07,switch
5.13,4.99,5.13,not_switch
1.52,1.78,4.47,switch
1.6,1.58,1.56,not_switch
1.63,3.27,4.58,switch
2.25,2.2,2.13,not_switch
5.51,0.75,2.38,switch
5.48,5.42,5.47,not_switch
5.64,1.99,2.34,switch
5.68,5.78,5.77,not_switch
2.08,5.72,2.81,switch
0.89,0.8,0.79,not_switch
-0.72,-1.93,1.26,switch
3.66,3.6,3.63,not_switch
0.6,4.2,3.12,switch
6.38,6.42,6.21,not_switch
2.33,5.87,3.78,switch
5.69,5.72,5.54,not_switch
3.79,0.58,3.04,switch
2.26,2.34,2.22,not_switch
0.22,0.98,-3.3,switch
1.37,1.26,1.21,not_switch
4.97,3.41,0.43,switch
4.04,4.25,4.06,not_switch
3.97,2.41,6.11,switch
1.91,1.9,1.94,not_switch
-1.25,-2.91,0.37,switch
3.88,3.92,3.94,not_switch
1.69,4.24,2.78,switch
5.89,5.69,5.77,not_switch
4.01,3.26,2.46,switch
4.43,4.55,4.61,not_switch
6.45,3.13,0.83,switch
3.92,3.93,3.91,not_switch
-0.82,-0.12,-0.45,switch
6.05,6.1,6.19,not_switch
1.84,4.21,2.26,switch
3.02,2.92,2.93,not_switch
0.98,4.55,2.87,switch
6.36,6.29,6.19,not_switch
3.7,4.23,1.08,switch
3.21,3.06,3.13,not_switch
1.51,4.1,1.59,switch
3.59,3.57,3.61,not_switch
0.91,4.37,3.01,switch
2.37,2.44,2.4,not_switch
4.19,2.21,3.0,switch
3.08,2.92,3.01,not_switch
-0.86,-1.09,0.01,switch
0.97,0.92,1.06,not_switch
0.18,-1.91,-2.76,switch
2.16,2.2,2.13,not_switch
0.89,4.8,3.25,switch
4.02,4.07,4.01,not_switch
5.08,1.64,1.23,switch
2.68,2.58,2.49,not_switch
4.56,2.99,1.23,switch
2.6,2.72,2.59,not_switch
1.2,2.9,4.77,switch
6.33,6.21,6.32,not_switch
0.28,0.32,-0.95,switch
1.33,1.38,1.31,not_switch
6.14,3.01,0.91,switch
4.87,4.95,4.99,not_switch
-3.46,0.06,-1.47,switch
4.91,4.82,4.98,not_switch
2.91,4.64,2.29,switch
4.32,4.37,4.25,not_switch
3.6,4.42,0.75,switch
0.31,0.44,0.45,not_switch
2.54,1.15,4.47,switch
1.16,1.22,1.11,not_switch
-1.27,0.33,-1.87,switch
3.77,3.68,3.76,not_switch
4.41,1.15,2.98,switch
2.87,2.85,2.82,not_switch
0.73,4.78,3.72,switch
0.59,0.61,0.51,not_switch
6.21,0.8,3.31,switch
2.69,2.51,2.67,not_switch
1.6,3.55,1.99,switch
2.71,2.71,2.71,not_switch
3.66,2.33,5.44,switch
6.25,6.27,6.17,not_switch
-1.26,1.31,-2.4,switch
3.42,3.51,3.48,not_switch
4.62,2.37,3.69,switch
4.32,4.28,4.16,not_switch
4.96,1.17,3.35,switch
5.81,5.89,5.81,not_switch
1.68,5.69,2.94,switch
2.19,2.22,2.35,not_switch
0.45,-2.62,1.18,switch
2.06,2.15,2.0,not_switch
5.67,2.15,0.45,switch
1.43,1.43,1.43,not_switch
6.49,1.7,2.64,switch
6.35,6.35,6.56,not_switch
1.95,3.7,6.04,switch
5.25,5.22,5.16,not_switch
4.1,1.91,1.52,switch
4.54,4.55,4.66,not_switch
0.66,4.32,3.71,switch
6.18,6.19,6.06,not_switch
5.91,2.09,1.94,switch
1.27,1.21,1.33,not_switch
1.95,6.4,1.84,switch
3.96,3.9,4.07,not_switch
0.04,-0.26,-3.25,switch
2.03,2.04,2.08,not_switch
-0.9,-2.73,1.48,switch
3.02,2.98,3.03,not_switch
2.5,1.77,3.67,switch
2.94,3.02,2.9,not_switch
4.49,2.86,0.98,switch
3.33,3.43,3.5,not_switch
3.05,6.06,2.31,switch
0.43,0.55,0.4,not_switch
2.42,5.1,3.34,switch
2.96,2.89,2.81,not_switch
6.12,2.91,1.03,switch
1.39,1.39,1.52,not_switch
0.7,5.21,3.13,switch
6.26,6.32,6.36,not_switch
2.13,1.59,4.44,switch
5.88,5.91,5.96,not_switch
0.87,5.52,2.31,switch
3.24,3.23,3.27,not_switch
-0.15,-1.91,-2.13,switch
5.58,5.52,5.63,not_switch
3.6,1.75,6.47,switch
0.81,0.61,0.66,not_switch
-3.34,0.55,-0.7,switch
0.54,0.62,0.55,not_switch
0.97,3.9,5.44,switch
5.76,5.67,5.65,not_switch
1.42,1.57,4.8,switch
4.28,4.5,4.28,not_switch
2.59,5.18,1.09,switch
4.11,4.12,3.95,not_switch
1.35,-0.38,-2.5,switch
5.63,5.73,5.68,not_switch
0.12,-1.03,-1.01,switch
0.72,0.79,0.82,not_switch
3.65,0.86,6.45,switch
0.29,0.28,0.26,not_switch
1.92,5.24,2.77,switch
3.48,3.62,3.65,not_switch
-0.44,-0.12,-2.46,switch
3.78,3.79,3.81,not_switch
3.66,2.6,1.54,switch
0.66,0.57,0.7,not_switch
0.44,-1.8,-3.25,switch
0.48,0.63,0.54,not_switch
2.59,1.23,5.83,switch
1.8,1.79,1.59,not_switch
2.08,3.76,1.63,switch
0.76,0.79,0.67,not_switch
3.66,5.94,0.91,switch
2.02,2.21,2.03,not_switch
-0.15,-0.11,-1.42,switch
4.83,4.83,4.85,not_switch
5.25,0.33,2.23,switch
2.57,2.54,2.45,not_switch
5.32,3.23,0.94,switch
1.98,1.95,2.09,not_switch
2.59,1.03,6.3,switch
2.32,2.35,2.48,not_switch
1.59,6.09,1.88,switch
4.5,4.32,4.38,not_switch
5.29,2.45,2.58,switch
2.23,2.45,2.37,not_switch
-1.21,-0.75,0.65,switch
0.51,0.64,0.68,not_switch
5.01,0.98,1.95,switch
3.59,3.69,3.81,not_switch
0.47,0.48,-0.97,switch
5.41,5.28,5.42,not_switch
4.09,1.99,1.98,switch
4.89,4.85,4.99,not_switch
-2.49,-0.57,0.7,switch
3.4,3.32,3.45,not_switch
0.63,-1.55,-2.8,switch
4.61,4.73,4.69,not_switch
-1.48,0.71,0.1,switch
2.31,2.23,2.45,not_switch
0.82,3.63,6.17,switch
3.19,3.21,3.19,not_switch
6.04,1.01,3.29,switch
4.86,4.92,4.74,not_switch
-1.77,-1.05,-0.13,switch
3.07,2.96,2.94,not_switch
2.61,5.17,0.71,switch
0.74,0.68,0.67,not_switch
2.8,6.17,2.38,switch
3.24,3.27,3.24,not_switch
2.67,1.01,3.78,switch
6.27,6.47,6.31,not_switch
-2.03,0.49,-1.93,switch
6.25,6.31,6.34,not_switch
0.34,-2.11,0.46,switch
4.94,5.01,4.98,not_switch
-1.63,0.92,-2.0,switch
2.66,2.7,2.72,not_switch
-1.92,-1.29,1.21,switch
5.86,5.82,5.72,not_switch
4.98,2.75,1.49,switch
4.54,4.58,4.6,not_switch
5.3,1.89,1.86,switch
2.39,2.27,2.44,not_switch
4.68,1.81,2.72,switch
1.59,1.59,1.66,not_switch
0.08,0.94,-2.38,switch
0.79,0.89,0.73,not_switch
0.05,1.19,-1.92,switch
1.03,0.96,0.89,not_switch
2.99,4.22,1.95,switch
3.18,3.05,3.07,not_switch
4.68,3.64,2.39,switch
3.97,3.88,4.09,not_switch
-2.78,0.13,-1.98,switch
0.61,0.57,0.52,not_switch
6.22,2.04,3.81,switch
0.59,0.63,0.52,not_switch
0.61,4.4,2.9,switch
6.07,5.92,6.07,not_switch
2.99,4.77,0.75,switch
5.54,5.58,5.67,not_switch
5.47,1.12,2.38,switch
5.3,5.47,5.35,not_switch
2.15,2.51,4.53,switch
5.4,5.45,5.32,not_switch
1.27,-2.83,-0.05,switch
4.65,4.5,4.67,not_switch
-2.21,0.11,-0.37,switch
4.33,4.27,4.19,not_switch
2.46,1.83,4.42,switch
3.99,3.96,4.07,not_switch
-1.2,0.08,-1.35,switch
2.41,2.54,2.36,not_switch
1.27,-0.72,-1.67,switch
0.55,0.38,0.49,not_switch
3.47,5.35,0.71,switch
3.06,3.16,3.05,not_switch
3.11,1.45,3.6,switch
1.34,1.38,1.28,not_switch
-1.0,-2.52,0.12,switch
3.99,3.83,3.87,not_switch
0.57,5.45,1.64,switch
3.37,3.39,3.32,not_switch
0.34,-1.63,0.45,switch
0.54,0.58,0.67,not_switch
3.28,0.5,4.35,switch
4.42,4.46,4.31,not_switch
0.36,4.15,2.55,switch
6.2,6.15,6.09,not_switch
0.26,-1.34,-0.23,switch
2.51,2.5,2.66,not_switch
3.95,2.54,1.6,switch
1.7,1.89,1.8,not_switch
4.97,3.41,1.68,switch
1.48,1.42,1.35,not_switch
1.76,1.47,3.92,switch
2.76,2.93,2.9,not_switch
1.15,-2.2,-1.64,switch
0.32,0.41,0.27,not_switch
3.66,1.1,3.31,switch
5.52,5.46,5.44,not_switch
-1.82,1.28,-2.28,switch
2.75,2.78,2.82,not_switch
-2.75,1.16,0.48,switch
0.74,0.64,0.63,not_switch
2.73,4.36,0.9,switch
5.34,5.23,5.35,not_switch
-1.95,-1.56,-0.05,switch
5.87,5.8,5.79,not_switch
-2.34,-1.24,0.83,switch
3.73,3.67,3.58,not_switch
3.84,2.08,4.87,switch
2.25,2.12,2.19,not_switch
-0.08,-0.96,-1.4,switch
1.77,1.65,1.82,not_switch
1.76,5.2,0.76,switch
1.54,1.63,1.67,not_switch
3.02,1.31,6.3,switch
5.2,5.14,5.25,not_switch
0.98,5.28,2.93,switch
3.42,3.59,3.46,not_switch
2.62,6.02,1.64,switch
2.75,2.86,2.7,not_switch
1.79,5.32,1.28,switch
5.19,5.24,5.06,not_switch
4.07,3.63,1.05,switch
0.35,0.43,0.54,not_switch
6.19,1.74,1.84,switch
6.49,6.54,6.55,not_switch
1.23,6.07,3.46,switch
2.53,2.62,2.44,not_switch
-1.14,-2.83,1.3,switch
3.7,3.66,3.57,not_switch
-0.06,-0.13,-2.12,switch
2.95,3.02,2.83,not_switch
0.17,-1.63,-1.34,switch
4.82,4.87,4.89,not_switch
3.24,5.84,1.99,switch
5.63,5.45,5.52,not_switch
2.31,5.85,3.45,switch
4.53,4.45,4.58,not_switch
1.47,-1.92,-1.84,switch
0.4,0.37,0.43,not_switch
2.57,1.28,5.36,switch
0.26,0.3,0.37,not_switch
-1.14,-0.11,0.37,switch
6.38,6.39,6.25,not_switch
3.05,1.09,6.28,switch
3.42,3.29,3.48,not_switch
0.87,3.01,6.45,switch
1.22,1.12,1.15,not_switch
1.0,3.17,6.25,switch
2.62,2.64,2.66,not_switch
3.97,5.7,2.28,switch
5.25,5.31,5.36,not_switch
-0.66,-1.45,1.01,switch
2.38,2.27,2.3,not_switch
-1.64,-1.13,0.38,switch
0.59,0.48,0.62,not_switch
-2.12,0.56,-1.06,switch
4.35,4.41,4.34,not_switch
-0.12,0.86,-2.68,switch
6.24,6.09,6.09,not_switch
0.93,2.24,5.0,switch
5.63,5.65,5.64,not_switch
6.42,1.83,3.35,switch
2.04,2.19,2.04,not_switch
-0.51,0.91,-1.7,switch
0.83,0.9,0.74,not_switch
-0.09,-2.03,0.57,switch
5.03,5.07,5.02,not_switch
-1.1,1.34,-2.07,switch
3.24,3.04,3.11,not_switch
1.28,2.67,3.91,switch
5.7,5.83,5.65,not_switch
1.04,-2.38,-1.02,switch
6.29,6.19,6.22,not_switch
1.43,5.09,2.78,switch
2.93,3.02,3.13,not_switch
3.5,4.75,2.09,switch
5.5,5.62,5.62,not_switch
6.3,2.99,1.39,switch
0.45,0.53,0.41,not_switch
4.67,1.39,2.58,switch
5.13,5.29,5.32,not_switch
3.53,4.17,0.84,switch
0.33,0.31,0.19,not_switch
0.95,3.17,6.46,switch
3.02,3.03,3.0,not_switch
4.57,2.62,1.04,switch
3.49,3.31,3.5,not_switch
1.95,3.94,6.06,switch
2.8,2.82,2.76,not_switch
0.49,2.55,5.78,switch
2.16,2.05,2.06,not_switch
2.34,5.23,1.01,switch
0.43,0.51,0.48,not_switch
-0.56,-0.11,-2.31,switch
0.29,0.36,0.3,not_switch
3.75,6.02,1.62,switch
4.65,4.54,4.66,not_switch
1.18,3.84,5.76,switch
